NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
B1917215,24,MEDICAL,2B,29S,SUICIDE,2A,37369000,3513814,02/15/2015 10:54:05 PM,02/15/2015 11:40:38 PM,,02/15/2015 11:40:50 PM,NAT,Necessary Action Taken,N,3U01,040XX Chef Menteur Hwy,70126,3,"(0.0, 0.0)"
B1920215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/15/2015 11:09:45 PM,02/15/2015 11:09:45 PM,,02/15/2015 11:38:37 PM,NAT,Necessary Action Taken,N,8D05,007XX Saint Louis St,70130,8,"(0.0, 0.0)"
B1921915,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,02/15/2015 11:22:40 PM,02/15/2015 11:23:49 PM,02/15/2015 11:26:36 PM,02/15/2015 11:38:39 PM,NAT,Necessary Action Taken,N,8G04,004XX Saint Charles Ave,70130,8,"(0.0, 0.0)"
B1926315,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,02/15/2015 11:51:17 PM,,,02/16/2015 01:07:55 AM,VOI,VOID,N,6J01,021XX Clara St,70113,6,"(0.0, 0.0)"
B1927015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/15/2015 11:55:24 PM,02/15/2015 11:57:19 PM,02/15/2015 11:58:12 PM,02/16/2015 12:01:02 AM,NAT,Necessary Action Taken,N,2K04,S Carrollton Ave & S Claiborne Ave,70118,2,"(0.0, 0.0)"
B1931415,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,02/16/2015 12:28:23 AM,02/16/2015 12:29:04 AM,02/16/2015 12:29:42 AM,02/16/2015 12:52:49 AM,NAT,Necessary Action Taken,N,3I04,008XX Harrison Ave,70124,3,"(0.0, 0.0)"
B1936915,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,02/16/2015 01:14:51 AM,02/16/2015 07:54:58 AM,02/16/2015 08:14:34 AM,02/16/2015 08:17:28 AM,UNF,UNFOUNDED,N,7D06,068XX Morrison Rd,70126,7,"(0.0, 0.0)"
B1940215,24,MEDICAL,2A,24,MEDICAL,2A,37369000,3513814,02/16/2015 01:47:52 AM,02/16/2015 01:48:51 AM,02/16/2015 01:59:55 AM,02/16/2015 02:51:06 AM,NAT,Necessary Action Taken,N,6Q05,018XX 7th St,70115,6,"(0.0, 0.0)"
B1941315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 01:56:47 AM,,02/16/2015 01:56:47 AM,02/16/2015 02:16:40 AM,NAT,Necessary Action Taken,Y,8D04,Bourbon St & Bienville St,70112,8,"(0.0, 0.0)"
B1947715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 03:20:37 AM,,02/16/2015 03:20:37 AM,02/16/2015 03:34:32 AM,NAT,Necessary Action Taken,Y,8D04,002XX Bourbon St,70112,8,"(0.0, 0.0)"
B1949315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 03:35:28 AM,02/16/2015 03:41:17 AM,02/16/2015 03:35:28 AM,02/16/2015 05:00:11 AM,RTF,REPORT TO FOLLOW,Y,8E01,008XX Bourbon St,70116,8,"(0.0, 0.0)"
B1949815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 03:38:36 AM,,02/16/2015 03:38:36 AM,02/16/2015 03:48:57 AM,NAT,Necessary Action Taken,Y,8A01,Gaiennie St & Convention Center Blvd,,8,"(0.0, 0.0)"
B1950215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 03:48:47 AM,,02/16/2015 03:48:47 AM,02/16/2015 04:35:23 AM,NAT,Necessary Action Taken,Y,8E01,St Ann St & Bourbon St,70116,8,"(0.0, 0.0)"
B1950715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 04:02:54 AM,02/16/2015 04:56:59 AM,02/16/2015 04:02:54 AM,02/16/2015 04:57:58 AM,NAT,Necessary Action Taken,Y,8D05,St Louis St & Bourbon St,70112,8,"(0.0, 0.0)"
B1952115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 04:20:45 AM,,02/16/2015 04:20:45 AM,02/16/2015 04:35:49 AM,NAT,Necessary Action Taken,Y,8D03,N Rampart St & Conti St,70112,8,"(0.0, 0.0)"
B1970515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 09:17:26 AM,,,02/16/2015 09:18:40 AM,DUP,DUPLICATE,N,8D05,Bourbon St & St Louis St,70112,8,"(0.0, 0.0)"
B1954315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 05:02:26 AM,02/16/2015 05:02:26 AM,,02/16/2015 06:08:48 AM,VOI,VOID,N,8D04,003XX Bourbon St,70130,8,"(0.0, 0.0)"
B1970615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 09:18:44 AM,,02/16/2015 09:18:44 AM,02/16/2015 10:19:51 AM,NAT,Necessary Action Taken,Y,8D05,005XX Blk Bourbon St,,8,"(0.0, 0.0)"
B1981615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 10:57:24 AM,,02/16/2015 10:57:24 AM,02/16/2015 11:33:52 AM,NAT,Necessary Action Taken,Y,1E02,016XX Iberville St,70112,1,"(0.0, 0.0)"
B1971715,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,02/16/2015 09:30:41 AM,02/16/2015 09:32:33 AM,02/16/2015 09:36:23 AM,02/16/2015 10:18:50 AM,NAT,Necessary Action Taken,N,7I07,110XX Morrison Rd,70127,7,"(0.0, 0.0)"
B1979815,103M,MENTAL PATIENT,1A,29S,SUICIDE,2A,37369000,3513814,02/16/2015 10:45:01 AM,02/16/2015 10:46:28 AM,02/16/2015 10:55:22 AM,02/16/2015 12:34:17 PM,NAT,Necessary Action Taken,N,4A02,011XX Verret St,70114,4,"(0.0, 0.0)"
B1983915,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,02/16/2015 11:18:04 AM,02/16/2015 11:21:30 AM,02/16/2015 11:31:49 AM,02/16/2015 01:13:38 PM,NAT,Necessary Action Taken,N,3V01,063XX Campus Blvd,70126,3,"(0.0, 0.0)"
B1988115,103M,MENTAL PATIENT,1A,103,DISTURBANCE (OTHER),2A,37369000,3513814,02/16/2015 11:58:09 AM,02/16/2015 11:59:00 AM,02/16/2015 12:10:04 PM,02/16/2015 12:57:33 PM,NAT,Necessary Action Taken,N,8G01,010XX S Peters St,70130,8,"(0.0, 0.0)"
B1996915,103M,MENTAL PATIENT,1A,24,MEDICAL,2B,37369000,3513814,02/16/2015 01:22:27 PM,02/16/2015 01:23:15 PM,02/16/2015 01:29:33 PM,02/16/2015 03:00:48 PM,NAT,Necessary Action Taken,N,6B07,Tchoupitoulas St & Felicity St,70130,6,"(0.0, 0.0)"
B1999415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 01:43:06 PM,02/16/2015 01:43:06 PM,,02/16/2015 01:43:19 PM,NAT,Necessary Action Taken,N,6J04,011XX Magnolia St,70113,6,"(0.0, 0.0)"
B2003215,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,02/16/2015 02:28:01 PM,02/16/2015 02:29:47 PM,02/16/2015 02:34:35 PM,02/16/2015 02:34:44 PM,NAT,Necessary Action Taken,N,3Y01,030XX Elysian Fields Ave,70122,3,"(0.0, 0.0)"
B2003615,103M,MENTAL PATIENT,1A,21,COMPLAINT OTHER,2A,37369000,3513814,02/16/2015 02:30:33 PM,02/16/2015 02:41:54 PM,02/16/2015 02:46:35 PM,02/16/2015 06:06:09 PM,NAT,Necessary Action Taken,N,5K01,023XX Touro St,70119,5,"(0.0, 0.0)"
B2006415,24,MEDICAL,1A,24,MEDICAL,2B,37369000,3513814,02/16/2015 02:57:49 PM,02/16/2015 03:22:35 PM,,02/16/2015 03:26:57 PM,UNF,UNFOUNDED,N,5G02,Franklin Ave & N Claiborne Ave,70117,5,"(0.0, 0.0)"
B2015115,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,02/16/2015 04:01:10 PM,02/16/2015 04:01:50 PM,02/16/2015 04:01:10 PM,02/16/2015 04:15:56 PM,NAT,Necessary Action Taken,Y,4G02,Atlantic Ave & Opelousas Ave,,4,"(0.0, 0.0)"
B2018415,24,MEDICAL,2B,34C,AGGRAVATED BATTERY BY KNIFE,2B,37369000,3513814,02/16/2015 04:29:26 PM,02/16/2015 04:31:08 PM,02/16/2015 04:36:38 PM,02/16/2015 04:51:58 PM,NAT,Necessary Action Taken,N,6F02,021XX 4th St,70113,6,"(0.0, 0.0)"
B2018515,24,MEDICAL,2B,20I,AUTO ACCIDENT WITH INJURY,2B,37369000,3513814,02/16/2015 04:30:41 PM,02/16/2015 04:34:06 PM,02/16/2015 04:32:40 PM,02/16/2015 04:46:44 PM,NAT,Necessary Action Taken,N,1J03,N Broad Ave & Orleans Ave,70119,1,"(0.0, 0.0)"
B2025315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 05:25:18 PM,02/16/2015 05:26:05 PM,02/16/2015 05:31:21 PM,02/16/2015 08:35:21 PM,RTF,REPORT TO FOLLOW,N,7O04,070XX Lawrence Rd,70126,7,"(0.0, 0.0)"
B2027715,103M,MENTAL PATIENT,1A,103F,FIGHT,2B,37369000,3513814,02/16/2015 05:46:51 PM,02/16/2015 05:59:08 PM,02/16/2015 06:00:52 PM,02/16/2015 06:53:15 PM,NAT,Necessary Action Taken,N,8F04,008XX Elysian Fields Ave,70117,8,"(0.0, 0.0)"
B2027815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 05:47:07 PM,02/16/2015 06:06:25 PM,02/16/2015 06:11:05 PM,02/16/2015 06:17:43 PM,UNF,UNFOUNDED,N,5A03,N Johnson St & Elysian Fields Ave,70117,5,"(0.0, 0.0)"
B2031615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 06:18:07 PM,02/16/2015 06:18:07 PM,,02/16/2015 06:33:31 PM,NAT,Necessary Action Taken,N,8D04,002XX Bourbon St,70112,8,"(0.0, 0.0)"
B2033815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 06:28:22 PM,02/16/2015 06:28:22 PM,02/16/2015 06:37:24 PM,02/16/2015 06:45:45 PM,NAT,Necessary Action Taken,N,8D05,004XX Bourbon St,70112,8,"(0.0, 0.0)"
B2034115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 06:30:09 PM,02/16/2015 06:30:09 PM,02/16/2015 06:33:37 PM,02/16/2015 06:45:52 PM,NAT,Necessary Action Taken,N,8D04,003XX Bourbon St,70130,8,"(0.0, 0.0)"
B2034415,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,02/16/2015 06:34:24 PM,02/17/2015 04:32:58 AM,,02/17/2015 04:33:21 AM,RTF,REPORT TO FOLLOW,N,7D06,068XX Morrison Rd,70126,7,"(0.0, 0.0)"
B2035715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 06:51:34 PM,02/16/2015 06:54:53 PM,,02/16/2015 07:18:46 PM,UNF,UNFOUNDED,N,7Q01,051XX Basinview Dr,70126,7,"(0.0, 0.0)"
B2041415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 07:54:28 PM,,02/16/2015 07:54:28 PM,02/16/2015 08:18:25 PM,NAT,Necessary Action Taken,Y,8C01,Chartres St & Canal St,,8,"(0.0, 0.0)"
B2044515,24,MEDICAL,2A,24,MEDICAL,2A,37369000,3513814,02/16/2015 08:28:35 PM,02/16/2015 08:31:20 PM,,02/16/2015 09:32:16 PM,NAT,Necessary Action Taken,N,8D04,003XX Bourbon St,70112,8,"(0.0, 0.0)"
B2045715,24,MEDICAL,2B,29S,SUICIDE,2A,37369000,3513814,02/16/2015 08:38:54 PM,02/16/2015 08:39:29 PM,02/16/2015 08:52:19 PM,02/16/2015 09:12:09 PM,NAT,Necessary Action Taken,N,4D01,032XX Kabel Dr,70131,4,"(0.0, 0.0)"
B2046115,24,MEDICAL,2B,911,SILENT 911 CALL,2D,37369000,3513814,02/16/2015 08:43:32 PM,02/16/2015 09:10:33 PM,02/16/2015 09:16:23 PM,02/16/2015 09:25:06 PM,NAT,Necessary Action Taken,N,6O03,034XX Magazine St,70115,6,"(0.0, 0.0)"
B2048715,43,SIMPLE RAPE,2D,42,AGGRAVATED RAPE,2A,37369000,3513814,02/16/2015 09:18:35 PM,02/16/2015 09:18:35 PM,02/16/2015 09:23:12 PM,02/16/2015 11:13:17 PM,RTF,REPORT TO FOLLOW,N,8B02,St Louis St & Decatur St,70130,8,"(0.0, 0.0)"
B2049315,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,02/16/2015 09:26:58 PM,,,02/16/2015 11:29:03 PM,VOI,VOID,N,5Q04,002XX Liberty Terrace Dr,70126,5,"(0.0, 0.0)"
B2053615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 10:12:07 PM,02/16/2015 10:12:36 PM,,02/16/2015 10:16:14 PM,UNF,UNFOUNDED,N,8D04,002XX Bourbon St,70130,8,"(0.0, 0.0)"
B2059015,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,02/16/2015 11:01:41 PM,02/17/2015 12:49:46 AM,02/17/2015 12:52:28 AM,02/17/2015 02:01:28 AM,RTF,REPORT TO FOLLOW,N,5B03,013XX Spain St,70117,5,"(0.0, 0.0)"
B2060115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 11:14:22 PM,02/16/2015 11:47:18 PM,02/16/2015 11:52:38 PM,02/17/2015 12:08:59 AM,NAT,Necessary Action Taken,N,3M04,041XX Paris Ave,70122,3,"(0.0, 0.0)"
B2062115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/16/2015 11:33:13 PM,02/16/2015 11:37:32 PM,02/16/2015 11:33:13 PM,02/16/2015 11:37:42 PM,UNF,UNFOUNDED,Y,8D04,Bienville St & Bourbon St,70112,8,"(0.0, 0.0)"
B2064915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 12:06:19 AM,02/17/2015 12:07:19 AM,02/17/2015 12:11:03 AM,02/17/2015 12:38:37 AM,NAT,Necessary Action Taken,N,8G04,001XX Saint Charles Ave,70130,8,"(0.0, 0.0)"
B2068015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 12:44:48 AM,02/17/2015 12:44:48 AM,02/17/2015 12:47:23 AM,02/17/2015 01:45:25 AM,RTF,REPORT TO FOLLOW,N,8D04,008XX Conti St,70112,8,"(0.0, 0.0)"
B2069115,24,MEDICAL,2A,24,MEDICAL,2A,37369000,3513814,02/17/2015 01:08:05 AM,02/17/2015 01:08:28 AM,,02/17/2015 01:32:52 AM,NAT,Necessary Action Taken,N,7R03,052XX Glouster Rd,70127,7,"(0.0, 0.0)"
B2069815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 01:22:01 AM,,02/17/2015 01:22:01 AM,02/17/2015 02:26:41 AM,NAT,Necessary Action Taken,Y,8D06,Bourbon St & St Peter St,70112,8,"(0.0, 0.0)"
B2070415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 01:25:07 AM,02/17/2015 01:27:15 AM,02/17/2015 01:34:07 AM,02/17/2015 02:57:38 AM,NAT,Necessary Action Taken,N,2T03,S Carrollton Av & Earhart Blvd,70118,2,"(0.0, 0.0)"
B2071815,24,MEDICAL,2B,21,COMPLAINT OTHER,2A,37369000,3513814,02/17/2015 01:52:38 AM,02/17/2015 01:57:08 AM,02/17/2015 02:01:45 AM,02/17/2015 02:42:51 AM,NAT,Necessary Action Taken,N,2H03,008XX Audubon St,70118,2,"(0.0, 0.0)"
B2084415,17J,JUVENILE ATTACHMENT,1F,17J,JUVENILE ATTACHMENT,1F,37369000,3513814,02/17/2015 05:41:18 AM,,02/17/2015 05:41:18 AM,02/17/2015 07:19:42 AM,RTF,REPORT TO FOLLOW,Y,3M01,011XX Milton St,70122,3,"(0.0, 0.0)"
B2091415,17J,JUVENILE ATTACHMENT,1F,17J,JUVENILE ATTACHMENT,1F,37369000,3513814,02/17/2015 07:25:40 AM,02/17/2015 07:26:00 AM,,02/17/2015 07:29:44 AM,RTF,REPORT TO FOLLOW,N,3M01,011XX Milton St,70122,3,"(0.0, 0.0)"
B2097715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 09:23:26 AM,02/17/2015 09:36:29 AM,02/17/2015 09:43:20 AM,02/17/2015 10:31:49 AM,UNF,UNFOUNDED,N,1E02,015XX Canal St,70112,1,"(0.0, 0.0)"
B2101615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 10:06:06 AM,,,02/17/2015 10:08:46 AM,DUP,DUPLICATE,N,3X02,021XX Sere St,70122,3,"(0.0, 0.0)"
B2102515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 10:12:06 AM,02/17/2015 10:15:56 AM,02/17/2015 10:27:02 AM,02/17/2015 11:12:27 AM,NAT,Necessary Action Taken,N,6D02,Washington Ave & Coliseum St,70115,6,"(0.0, 0.0)"
B2111415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 11:52:09 AM,02/17/2015 11:52:09 AM,02/17/2015 11:54:53 AM,02/17/2015 12:39:34 PM,NAT,Necessary Action Taken,N,1E02,Basin St & Canal St,70112,1,"(0.0, 0.0)"
B2112615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 12:06:26 PM,,,02/17/2015 12:07:04 PM,DUP,DUPLICATE,N,1E04,N Rampart St & Conti St,70112,1,"(0.0, 0.0)"
B2114315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 12:28:26 PM,,02/17/2015 12:28:26 PM,02/17/2015 12:52:45 PM,NAT,Necessary Action Taken,Y,1E03,015XX Lafitte St,70112,1,"(0.0, 0.0)"
B2116315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 12:52:51 PM,02/17/2015 12:52:51 PM,02/17/2015 12:58:29 PM,02/17/2015 01:08:31 PM,NAT,Necessary Action Taken,N,8D06,St Peter St & Royal St,70130,8,"(0.0, 0.0)"
B2116715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 12:54:48 PM,02/17/2015 12:54:48 PM,02/17/2015 12:56:03 PM,02/17/2015 01:08:42 PM,NAT,Necessary Action Taken,N,8D03,007XX Burgundy St,70116,8,"(0.0, 0.0)"
B2125715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 02:46:47 PM,02/17/2015 03:01:42 PM,02/17/2015 03:03:24 PM,02/17/2015 03:06:19 PM,UNF,UNFOUNDED,N,6F02,Lasalle St & Seventh St,70115,6,"(0.0, 0.0)"
B2126015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 02:47:40 PM,,02/17/2015 02:47:40 PM,02/17/2015 03:13:03 PM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112,8,"(0.0, 0.0)"
B2130015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 03:12:47 PM,02/17/2015 03:13:26 PM,,02/17/2015 03:42:21 PM,NAT,Necessary Action Taken,N,8D05,005XX Bourbon St,70130,8,"(0.0, 0.0)"
B2130615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 03:17:13 PM,,02/17/2015 03:17:13 PM,02/17/2015 03:31:13 PM,NAT,Necessary Action Taken,Y,1M05,Bienville St & N Gayoso St,,1,"(0.0, 0.0)"
B2131415,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,02/17/2015 03:24:10 PM,02/17/2015 03:27:19 PM,02/17/2015 03:40:12 PM,02/17/2015 06:11:21 PM,NAT,Necessary Action Taken,N,3R01,058XX Elysian Fields Ave,70122,3,"(0.0, 0.0)"
B2132715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 03:28:02 PM,02/17/2015 03:32:00 PM,02/17/2015 03:42:21 PM,02/17/2015 04:04:01 PM,NAT,Necessary Action Taken,N,7K06,075XX Tricia Ct,70128,7,"(0.0, 0.0)"
B2134615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 03:49:49 PM,02/17/2015 03:58:29 PM,02/17/2015 04:06:12 PM,02/17/2015 04:34:12 PM,NAT,Necessary Action Taken,N,6E02,Magazine St & Melpomene St,70130,6,"(0.0, 0.0)"
B2138115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 04:12:20 PM,02/17/2015 04:12:20 PM,,02/17/2015 04:56:10 PM,NAT,Necessary Action Taken,N,8D05,007XX Conti St,70130,8,"(0.0, 0.0)"
B2139615,24,MEDICAL,2A,24,MEDICAL,2A,37369000,3513814,02/17/2015 04:23:30 PM,02/17/2015 04:24:51 PM,02/17/2015 04:24:44 PM,02/17/2015 04:47:00 PM,NAT,Necessary Action Taken,N,1C02,Saint Bernard Ave & N Dorgenois St,70119,1,"(0.0, 0.0)"
B2147415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 05:24:25 PM,02/17/2015 05:27:04 PM,02/17/2015 05:33:22 PM,02/17/2015 06:08:40 PM,NAT,Necessary Action Taken,N,1I03,N Dorgenois St & Conti St,70119,1,"(0.0, 0.0)"
B2149515,103M,MENTAL PATIENT,1A,34D,AGGRAVATED BATTERY DOMESTIC,2B,37369000,3513814,02/17/2015 05:39:10 PM,02/17/2015 05:40:32 PM,02/17/2015 05:49:05 PM,02/17/2015 08:20:57 PM,RTF,REPORT TO FOLLOW,N,7C03,048XX Deanne St,70126,7,"(0.0, 0.0)"
B2152115,103M,MENTAL PATIENT,1A,103F,FIGHT,2B,37369000,3513814,02/17/2015 05:58:04 PM,02/17/2015 06:03:47 PM,02/17/2015 06:15:52 PM,02/17/2015 09:05:08 PM,NAT,Necessary Action Taken,N,8D01,007XX Canal St,70130,8,"(0.0, 0.0)"
B2155615,103M,MENTAL PATIENT,1A,34C,AGGRAVATED BATTERY BY KNIFE,1A,37369000,3513814,02/17/2015 06:25:59 PM,02/18/2015 12:59:40 PM,02/18/2015 01:45:38 PM,02/18/2015 07:39:38 PM,RTF,REPORT TO FOLLOW,N,3M04,Paris Ave & Mirabeau Ave,70122,3,"(0.0, 0.0)"
B2156015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 06:26:56 PM,02/17/2015 06:30:10 PM,02/17/2015 06:31:06 PM,02/17/2015 06:35:17 PM,UNF,UNFOUNDED,N,6H02,019XX Terpsichore St,70113,6,"(0.0, 0.0)"
B2157715,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 06:42:24 PM,02/17/2015 06:42:42 PM,,02/17/2015 06:46:10 PM,NAT,Necessary Action Taken,N,8D04,003XX Bourbon St,70130,8,"(0.0, 0.0)"
B2157815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 06:42:47 PM,02/17/2015 06:45:05 PM,02/17/2015 06:55:56 PM,02/17/2015 07:04:06 PM,NAT,Necessary Action Taken,N,5A02,A P Tureaud Ave & N Prieur St,70116,5,"(0.0, 0.0)"
B2161215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 07:10:47 PM,,02/17/2015 07:10:47 PM,02/17/2015 07:21:58 PM,NAT,Necessary Action Taken,Y,8E01,Dauphine St & Dumaine St,70116,8,"(0.0, 0.0)"
B2164215,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,02/17/2015 07:31:00 PM,02/17/2015 07:32:03 PM,02/17/2015 07:31:00 PM,02/17/2015 07:49:25 PM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112,8,"(0.0, 0.0)"
B2166815,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 07:52:37 PM,02/17/2015 08:51:04 PM,02/17/2015 07:52:37 PM,02/17/2015 08:54:23 PM,NAT,Necessary Action Taken,Y,8D05,008XX Conti St,70112,8,"(0.0, 0.0)"
B2171915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 08:45:25 PM,02/17/2015 08:45:25 PM,,02/17/2015 09:11:31 PM,NAT,Necessary Action Taken,N,8G01,008XX S Peters St,70130,8,"(0.0, 0.0)"
B2172515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 08:49:38 PM,02/17/2015 08:49:38 PM,,02/17/2015 08:57:01 PM,NAT,Necessary Action Taken,N,8D06,Saint Peter St & Bourbon St,70112,8,"(0.0, 0.0)"
B2175315,21J,MISSING JUVENILE,1A,21J,MISSING JUVENILE,1A,37369000,3513814,02/17/2015 09:11:24 PM,02/18/2015 07:40:21 AM,02/18/2015 07:52:39 AM,02/18/2015 12:21:11 PM,UNF,UNFOUNDED,N,7C01,060XX Chef Menteur Hwy,70126,7,"(0.0, 0.0)"
B2175515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 09:12:52 PM,02/17/2015 09:13:10 PM,02/17/2015 09:13:16 PM,02/17/2015 10:58:02 PM,NAT,Necessary Action Taken,N,8E01,007XX Royal St,70116,8,"(0.0, 0.0)"
B2176515,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,02/17/2015 09:18:55 PM,02/17/2015 09:22:57 PM,,02/17/2015 09:44:20 PM,NAT,Necessary Action Taken,N,1F02,St Philip St & Marais St,70116,1,"(0.0, 0.0)"
B2181915,103M,MENTAL PATIENT,2A,103M,MENTAL PATIENT,2A,37369000,3513814,02/17/2015 10:01:17 PM,02/17/2015 10:12:08 PM,,02/17/2015 11:35:59 PM,VOI,VOID,N,3U04,Louisa Dr & Chef Menteur Blvd,70126,3,"(0.0, 0.0)"
B2216015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/18/2015 07:15:43 AM,02/18/2015 07:17:57 AM,02/18/2015 07:37:36 AM,02/18/2015 07:37:48 AM,NAT,Necessary Action Taken,N,6I03,028XX Jackson Ave,70113,6,"(0.0, 0.0)"
B2184115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,02/17/2015 10:18:11 PM,02/17/2015 10:18:53 PM,,02/17/2015 10:58:58 PM,NAT,Necessary Action Taken,N,8D01,007XX Canal St,70130,8,"(0.0, 0.0)"
B2186615,103M,MENTAL PATIENT,1A,103M,MENTAL PATIENT,1A,37369000,3513814,02/17/2015 10:38:43 PM,02/17/2015 11:49:00 PM,02/18/2015 12:00:06 AM,02/18/2015 01:11:26 AM,NAT,Necessary Action Taken,N,3Y02,039XX Fairmont Dr,70122,3,"(0.0, 0.0)"
B2198915,103M,MENTAL PATIENT,1A,63,PROWLER,2C,37369000,3513814,02/18/2015 01:00:19 AM,02/18/2015 01:01:20 AM,02/18/2015 01:06:28 AM,02/18/2015 01:54:25 AM,NAT,Necessary Action Taken,N,2N02,023XX Wirth Pl,70115,2,"(0.0, 0.0)"
